 profundidade, Hcp_real, Hcp_imag, Hcx_real, Hcx_imag, rho
 -0.9600000381469727E+01, -0.7607173377462936E-01, -0.1277954612706569E-04,  0.1544647097295222E+00, -0.2444015602346360E-04,  0.1000000000000000E+03
 -0.9500000000000000E+01, -0.7607177037069218E-01, -0.1324108503560331E-04,  0.1544646345033448E+00, -0.2532947831361820E-04,  0.1000000000000000E+03
 -0.9399999618530273E+01, -0.7607180827595220E-01, -0.1373788884542083E-04,  0.1544645565988262E+00, -0.2628706414133484E-04,  0.1000000000000000E+03
 -0.9300000190734863E+01, -0.7607184756730929E-01, -0.1427386573158207E-04,  0.1544644758591698E+00, -0.2732049023007942E-04,  0.1000000000000000E+03
 -0.9199999809265137E+01, -0.7607188832839980E-01, -0.1485350932191971E-04,  0.1544643921138646E+00, -0.2843846921973899E-04,  0.1000000000000000E+03
 -0.9100000381469727E+01, -0.7607193065041551E-01, -0.1548201160546931E-04,  0.1544643051770198E+00, -0.2965106887766326E-04,  0.1000000000000000E+03
 -0.9000000000000000E+01, -0.7607197463305157E-01, -0.1616540292940120E-04,  0.1544642148454412E+00, -0.3096998393703234E-04,  0.1000000000000000E+03
 -0.8899999618530273E+01, -0.7607202038560852E-01, -0.1691072697124328E-04,  0.1544641208963804E+00, -0.3240887589756726E-04,  0.1000000000000000E+03
 -0.8800000190734863E+01, -0.7607206802829095E-01, -0.1772626130904979E-04,  0.1544640230849016E+00, -0.3398380144777904E-04,  0.1000000000000000E+03
 -0.8699999809265137E+01, -0.7607211769372919E-01, -0.1862179806471563E-04,  0.1544639211407764E+00, -0.3571375766716158E-04,  0.1000000000000000E+03
 -0.8600000381469727E+01, -0.7607216952879703E-01, -0.1960900459195080E-04,  0.1544638147647958E+00, -0.3762138287180151E-04,  0.1000000000000000E+03
 -0.8500000000000000E+01, -0.7607222369677338E-01, -0.2070189214177205E-04,  0.1544637036243625E+00, -0.3973386747633951E-04,  0.1000000000000000E+03
 -0.8399999618530273E+01, -0.7607228037995388E-01, -0.2191743215431330E-04,  0.1544635873481827E+00, -0.4208415208242859E-04,  0.1000000000000000E+03
 -0.8300000190734863E+01, -0.7607233978282067E-01, -0.2327637737136008E-04,  0.1544634655198148E+00, -0.4471252422146631E-04,  0.1000000000000000E+03
 -0.8199999809265137E+01, -0.7607240213592945E-01, -0.2480437175149340E-04,  0.1544633376697542E+00, -0.4766877745135936E-04,  0.1000000000000000E+03
 -0.8100000381469727E+01, -0.7607246770072662E-01, -0.2653347493488236E-04,  0.1544632032656287E+00, -0.5101517806732958E-04,  0.1000000000000000E+03
 -0.8000000000000000E+01, -0.7607253677559105E-01, -0.2850429366415171E-04,  0.1544630616999016E+00, -0.5483061496752220E-04,  0.1000000000000000E+03
 -0.7900000095367432E+01, -0.7607260970349926E-01, -0.3076902175970368E-04,  0.1544629122742533E+00, -0.5921652183561822E-04,  0.1000000000000000E+03
 -0.7800000190734863E+01, -0.7607268688191667E-01, -0.3339587438512275E-04,  0.1544627541794427E+00, -0.6430552147284111E-04,  0.1000000000000000E+03
 -0.7699999809265137E+01, -0.7607276877574408E-01, -0.3647572321176594E-04,  0.1544625864689131E+00, -0.7027437152008744E-04,  0.1000000000000000E+03
 -0.7599999904632568E+01, -0.7607285593462192E-01, -0.4013231946564619E-04,  0.1544624080235181E+00, -0.7736393125798269E-04,  0.1000000000000000E+03
 -0.7500000000000000E+01, -0.7607294901655889E-01, -0.4453858738975690E-04,  0.1544622175033179E+00, -0.8591102675127667E-04,  0.1000000000000000E+03
 -0.7400000095367432E+01, -0.7607304882105073E-01, -0.4994364368824383E-04,  0.1544620132799648E+00, -0.9640138334655372E-04,  0.1000000000000000E+03
 -0.7300000190734863E+01, -0.7607315633695493E-01, -0.5671976663141160E-04,  0.1544617933388567E+00, -0.1095618501916600E-03,  0.1000000000000000E+03
 -0.7199999809265137E+01, -0.7607327281433970E-01, -0.6544882972289022E-04,  0.1544615551320948E+00, -0.1265306452289425E-03,  0.1000000000000000E+03
 -0.7099999904632568E+01, -0.7607339987737205E-01, -0.7709292845352271E-04,  0.1544612953469791E+00, -0.1491949403585454E-03,  0.1000000000000000E+03
 -0.7000000000000000E+01, -0.7607353971231555E-01, -0.9336246593717426E-04,  0.1544610095193322E+00, -0.1809240810834465E-03,  0.1000000000000000E+03
 -0.6900000095367432E+01, -0.7607348634584440E-01, -0.7417587184222405E-04,  0.1544607015960742E+00, -0.2189629510234058E-03,  0.1000000000000000E+03
 -0.6800000190734863E+01, -0.7607342296381080E-01, -0.5498350205553251E-04,  0.1544603793961555E+00, -0.2569897803026218E-03,  0.1000000000000000E+03
 -0.6699999809265137E+01, -0.7607334953652810E-01, -0.3578499448231655E-04,  0.1544600430364584E+00, -0.2950038757213006E-03,  0.1000000000000000E+03
 -0.6599999904632568E+01, -0.7607326603255421E-01, -0.1657995757929724E-04,  0.1544596926396106E+00, -0.3330044893838018E-03,  0.1000000000000000E+03
 -0.6500000000000000E+01, -0.7607317241855022E-01,  0.2632032589376674E-05,  0.1544593283343925E+00, -0.3709908131733732E-03,  0.1000000000000000E+03
 -0.6400000095367432E+01, -0.7607306865913535E-01,  0.2185143566008269E-04,  0.1544589502561828E+00, -0.4089619725560913E-03,  0.8000000000000000E+00
 -0.6300000190734863E+01, -0.7607295471671739E-01,  0.4107875068946282E-04,  0.1544585585474483E+00, -0.4469170196049032E-03,  0.8000000000000000E+00
 -0.6199999809265137E+01, -0.7607283055131171E-01,  0.6031452034843993E-04,  0.1544581533582783E+00, -0.4848549251314437E-03,  0.8000000000000000E+00
 -0.6099999904632568E+01, -0.7607269612033604E-01,  0.7955933566486934E-04,  0.1544577348469776E+00, -0.5227745697934395E-03,  0.8000000000000000E+00
 -0.6000000000000000E+01, -0.7607255137838831E-01,  0.9881384139411281E-04,  0.1544573031807129E+00, -0.5606747340073276E-03,  0.8000000000000000E+00
 -0.5900000095367432E+01, -0.7607270856842197E-01,  0.2029010266238039E-04,  0.1544568848379596E+00, -0.5922331590952547E-03,  0.8000000000000000E+00
 -0.5800000190734863E+01, -0.7607286604845302E-01, -0.3584170943867791E-04,  0.1544565024215019E+00, -0.6146941359208048E-03,  0.8000000000000000E+00
 -0.5699999809265137E+01, -0.7607302140760359E-01, -0.7781633531131611E-04,  0.1544561514829881E+00, -0.6314260614371583E-03,  0.8000000000000000E+00
 -0.5599999904632568E+01, -0.7607317290590511E-01, -0.1102645454355360E-03,  0.1544558287012208E+00, -0.6443149540027543E-03,  0.8000000000000000E+00
 -0.5500000000000000E+01, -0.7607331922913645E-01, -0.1359855805498355E-03,  0.1544555315138075E+00, -0.6544976578086540E-03,  0.8000000000000000E+00
 -0.5400000095367432E+01, -0.7607345935148470E-01, -0.1567687421151169E-03,  0.1544552578940560E+00, -0.6626994091671341E-03,  0.8000000000000000E+00
 -0.5300000190734863E+01, -0.7607359245240418E-01, -0.1738095503170921E-03,  0.1544550062082091E+00, -0.6694040585454115E-03,  0.8000000000000000E+00
 -0.5199999809265137E+01, -0.7607371786325595E-01, -0.1879358531774383E-03,  0.1544547751200077E+00, -0.6749462674527009E-03,  0.8000000000000000E+00
 -0.5099999904632568E+01, -0.7607383503146749E-01, -0.1997378566479342E-03,  0.1544545635245808E+00, -0.6795644078700283E-03,  0.8000000000000000E+00
 -0.5000000000000000E+01, -0.7607394349557514E-01, -0.2096464888694845E-03,  0.1544543705013163E+00, -0.6834323879236818E-03,  0.8000000000000000E+00
 -0.4900000095367432E+01, -0.7607404286734050E-01, -0.2179825139448143E-03,  0.1544541952794526E+00, -0.6866795715935737E-03,  0.8000000000000000E+00
 -0.4800000190734863E+01, -0.7607413281863228E-01, -0.2249883458214373E-03,  0.1544540372124719E+00, -0.6894036681931987E-03,  0.8000000000000000E+00
 -0.4699999809265137E+01, -0.7607421307163195E-01, -0.2308492364063726E-03,  0.1544538957587548E+00, -0.6916793093835101E-03,  0.8000000000000000E+00
 -0.4599999904632568E+01, -0.7607428339141839E-01, -0.2357077160637008E-03,  0.1544537704668091E+00, -0.6935638905284911E-03,  0.8000000000000000E+00
 -0.4500000000000000E+01, -0.7607434358030468E-01, -0.2396736178986106E-03,  0.1544536609639050E+00, -0.6951016231350450E-03,  0.8000000000000000E+00
 -0.4400000095367432E+01, -0.7607439347350765E-01, -0.2428311284235863E-03,  0.1544535669473312E+00, -0.6963263835901983E-03,  0.8000000000000000E+00
 -0.4300000190734863E+01, -0.7607443293583700E-01, -0.2452437786111003E-03,  0.1544534881776950E+00, -0.6972637286547506E-03,  0.8000000000000000E+00
 -0.4199999809265137E+01, -0.7607446185920554E-01, -0.2469579646399539E-03,  0.1544534244738782E+00, -0.6979323163821513E-03,  0.8000000000000000E+00
 -0.4099999904632568E+01, -0.7607448016081868E-01, -0.2480053815305707E-03,  0.1544533757093622E+00, -0.6983448875421535E-03,  0.8000000000000000E+00
 -0.4000000000000000E+01, -0.7607448778192967E-01, -0.2484046170999396E-03,  0.1544533418097236E+00, -0.6985089075993946E-03,  0.8000000000000000E+00
 -0.3900000095367432E+01, -0.7607448468711094E-01, -0.2481620598690897E-03,  0.1544533227511891E+00, -0.6984269312902285E-03,  0.8000000000000000E+00
 -0.3799999952316284E+01, -0.7607447086398753E-01, -0.2472722052048296E-03,  0.1544533185601560E+00, -0.6980967237372773E-03,  0.8000000000000000E+00
 -0.3700000047683716E+01, -0.7607444632343507E-01, -0.2457173874419701E-03,  0.1544533293136753E+00, -0.6975111491153157E-03,  0.8000000000000000E+00
 -0.3599999904632568E+01, -0.7607441110023935E-01, -0.2434669132986844E-03,  0.1544533551409046E+00, -0.6966578165915617E-03,  0.8000000000000000E+00
 -0.3500000000000000E+01, -0.7607436525425741E-01, -0.2404755157514455E-03,  0.1544533962256164E+00, -0.6955184504298303E-03,  0.8000000000000000E+00
 -0.3400000095367432E+01, -0.7607430887213391E-01, -0.2366809790493810E-03,  0.1544534528098710E+00, -0.6940679232469002E-03,  0.8000000000000000E+00
 -0.3299999952316284E+01, -0.7607424206968036E-01, -0.2320006932532196E-03,  0.1544535251990627E+00, -0.6922728537547906E-03,  0.8000000000000000E+00
 -0.3200000047683716E+01, -0.7607416499502589E-01, -0.2263267633696387E-03,  0.1544536137686125E+00, -0.6900896158699470E-03,  0.8000000000000000E+00
 -0.3099999904632568E+01, -0.7607407783276685E-01, -0.2195190960295243E-03,  0.1544537189727020E+00, -0.6874615234104251E-03,  0.8000000000000000E+00
 -0.3000000000000000E+01, -0.7607398080936312E-01, -0.2113955684252195E-03,  0.1544538413556173E+00, -0.6843148243253193E-03,  0.8000000000000000E+00
 -0.2900000095367432E+01, -0.7607387420020378E-01, -0.2017178663921361E-03,  0.1544539815664989E+00, -0.6805529261539957E-03,  0.8000000000000000E+00
 -0.2799999952316284E+01, -0.7607375833890380E-01, -0.1901707080232603E-03,  0.1544541403786457E+00, -0.6760479171476068E-03,  0.8000000000000000E+00
 -0.2700000047683716E+01, -0.7607363362971685E-01, -0.1763306545982326E-03,  0.1544543187150692E+00, -0.6706278249012653E-03,  0.8000000000000000E+00
 -0.2599999904632568E+01, -0.7607350056439677E-01, -0.1596179731359698E-03,  0.1544545176828297E+00, -0.6640569270012958E-03,  0.8000000000000000E+00
 -0.2500000000000000E+01, -0.7607335974562141E-01, -0.1392198493884523E-03,  0.1544547386200709E+00, -0.6560042960528498E-03,  0.8000000000000000E+00
 -0.2400000095367432E+01, -0.7607321192049746E-01, -0.1139630064008537E-03,  0.1544549831619964E+00, -0.6459915209282179E-03,  0.8000000000000000E+00
 -0.2299999952316284E+01, -0.7607305803024270E-01, -0.8209225224896408E-04,  0.1544552533361424E+00, -0.6333015991335618E-03,  0.8000000000000000E+00
 -0.2200000047683716E+01, -0.7607289928731301E-01, -0.4086297729072774E-04,  0.1544555517049178E+00, -0.6168107383530384E-03,  0.8000000000000000E+00
 -0.2099999904632568E+01, -0.7607273730247491E-01,  0.1426320613268006E-04,  0.1544558815884325E+00, -0.5946548244298878E-03,  0.8000000000000000E+00
 -0.2000000000000000E+01, -0.7607257431138184E-01,  0.9135348143889113E-04,  0.1544562474325267E+00, -0.5635050172232233E-03,  0.8000000000000000E+00
 -0.1899999976158142E+01, -0.7607272493505420E-01,  0.7248480421643435E-04,  0.1544566268250183E+00, -0.5260820696745084E-03,  0.8000000000000000E+00
 -0.1799999952316284E+01, -0.7607286537548635E-01,  0.5366727900713261E-04,  0.1544569934752298E+00, -0.4886296107356555E-03,  0.8000000000000000E+00
 -0.1700000047683716E+01, -0.7607299571596898E-01,  0.3491098053751128E-04,  0.1544573472073145E+00, -0.4511460038155016E-03,  0.8000000000000000E+00
 -0.1600000023841858E+01, -0.7607311604768305E-01,  0.1623004823362047E-04,  0.1544576878529845E+00, -0.4136284383224118E-03,  0.8000000000000000E+00
 -0.1500000000000000E+01, -0.7607322647380162E-01, -0.2355303352761220E-05,  0.1544580152502593E+00, -0.3760724047358400E-03,  0.4000000000000000E+02
 -0.1399999976158142E+01, -0.7607332711547443E-01, -0.2081543515673397E-04,  0.1544583292419348E+00, -0.3384708145373416E-03,  0.4000000000000000E+02
 -0.1299999952316284E+01, -0.7607341812096589E-01, -0.3910543956198518E-04,  0.1544586296735422E+00, -0.3008124589797816E-03,  0.4000000000000000E+02
 -0.1200000047683716E+01, -0.7607349968034530E-01, -0.5715435379487684E-04,  0.1544589163903300E+00, -0.2630791561502146E-03,  0.4000000000000000E+02
 -0.1100000023841858E+01, -0.7607357205055228E-01, -0.7484381511214918E-04,  0.1544591892323071E+00, -0.2252400857742064E-03,  0.4000000000000000E+02
 -0.1000000000000000E+01, -0.7607363560146599E-01, -0.9196192801310981E-04,  0.1544594480252055E+00, -0.1872394762834001E-03,  0.4000000000000000E+02
 -0.8999999761581421E+00, -0.7607352142101062E-01, -0.7644177152051034E-04,  0.1544596845395665E+00, -0.1553689929589898E-03,  0.4000000000000000E+02
 -0.8000000119209290E+00, -0.7607342014750676E-01, -0.6544814766633604E-04,  0.1544598945116700E+00, -0.1324567169134777E-03,  0.4000000000000000E+02
 -0.6999999880790710E+00, -0.7607332959251634E-01, -0.5730727300660030E-04,  0.1544600824402815E+00, -0.1151742346314919E-03,  0.4000000000000000E+02
 -0.6000000238418579E+00, -0.7607324813605994E-01, -0.5107781497788905E-04,  0.1544602516522002E+00, -0.1016573845968434E-03,  0.4000000000000000E+02
 -0.5000000000000000E+00, -0.7607317453570504E-01, -0.4619058019693222E-04,  0.1544604046973670E+00, -0.9078190796762765E-04,  0.4000000000000000E+02
 -0.4000000059604645E+00, -0.7607310781224215E-01, -0.4228149902346720E-04,  0.1544605435847838E+00, -0.8182994787764132E-04,  0.2400000000000000E+03
 -0.3000000119209290E+00, -0.7607304717708661E-01, -0.3910702615139229E-04,  0.1544606699320283E+00, -0.7432186468523439E-04,  0.2400000000000000E+03
 -0.2000000029802322E+00, -0.7607299198399749E-01, -0.3649817147710074E-04,  0.1544607850645834E+00, -0.6792512796147343E-04,  0.2400000000000000E+03
 -0.1000000014901161E+00, -0.7607294169571696E-01, -0.3433405808608783E-04,  0.1544608900843575E+00, -0.6240202526311529E-04,  0.2400000000000000E+03
  0.0000000000000000E+00, -0.7607289586022047E-01, -0.3252597854167089E-04,  0.1544609859184745E+00, -0.5757818349084000E-04,  0.2400000000000000E+03
  0.1000000014901161E+00, -0.7607285272197392E-01, -0.3029211580098670E-04,  0.1544610733100354E+00, -0.5342904633870499E-04,  0.2400000000000000E+03
  0.2000000029802322E+00, -0.7607281345089165E-01, -0.2841209610774962E-04,  0.1544611528984347E+00, -0.4990096153438545E-04,  0.2400000000000000E+03
  0.3000000119209290E+00, -0.7607277775214452E-01, -0.2680318713331248E-04,  0.1544612252781296E+00, -0.4685966880533471E-04,  0.2400000000000000E+03
  0.4000000059604645E+00, -0.7607274536987792E-01, -0.2541004807416635E-04,  0.1544612909649546E+00, -0.4421225047852939E-04,  0.2400000000000000E+03
  0.5000000000000000E+00, -0.7607271608084526E-01, -0.2419325798588919E-04,  0.1544613504089792E+00, -0.4189071447507765E-04,  0.2400000000000000E+03
  0.6000000238418579E+00, -0.7607268968936137E-01, -0.2312348182194308E-04,  0.1544614040047014E+00, -0.3984339339777006E-04,  0.2400000000000000E+03
  0.6999999880790710E+00, -0.7607266602324607E-01, -0.2217819040422158E-04,  0.1544614520992292E+00, -0.3802995314175636E-04,  0.2400000000000000E+03
  0.8000000119209290E+00, -0.7607264493053707E-01, -0.2133966860630374E-04,  0.1544614949989160E+00, -0.3641826808955295E-04,  0.2400000000000000E+03
  0.8999999761581421E+00, -0.7607262627679312E-01, -0.2059373147347022E-04,  0.1544615329747966E+00, -0.3498235051565816E-04,  0.2400000000000000E+03
  0.1000000000000000E+01, -0.7607260994286841E-01, -0.1992885716229010E-04,  0.1544615662670740E+00, -0.3370091795542415E-04,  0.2400000000000000E+03
  0.1100000023841858E+01, -0.7607259582306386E-01, -0.1933557938482518E-04,  0.1544615950888498E+00, -0.3255636824546069E-04,  0.2400000000000000E+03
  0.1200000047683716E+01, -0.7607258382357752E-01, -0.1880604893882393E-04,  0.1544616196292470E+00, -0.3153402661502748E-04,  0.2400000000000000E+03
  0.1299999952316284E+01, -0.7607257386120188E-01, -0.1833370961373580E-04,  0.1544616400560336E+00, -0.3062158078503437E-04,  0.2400000000000000E+03
  0.1399999976158142E+01, -0.7607256586222343E-01, -0.1791305391375013E-04,  0.1544616565178433E+00, -0.2980864977471246E-04,  0.2400000000000000E+03
  0.1500000000000000E+01, -0.7607255976148833E-01, -0.1753943596425180E-04,  0.1544616691460560E+00, -0.2908645010728884E-04,  0.2400000000000000E+03
  0.1600000023841858E+01, -0.7607255550161102E-01, -0.1720892632024609E-04,  0.1544616780563949E+00, -0.2844753443522190E-04,  0.2400000000000000E+03
  0.1700000047683716E+01, -0.7607255303229683E-01, -0.1691819809397937E-04,  0.1544616833502916E+00, -0.2788558498979232E-04,  0.2400000000000000E+03
  0.1799999952316284E+01, -0.7607255230976691E-01, -0.1666443690993633E-04,  0.1544616851160417E+00, -0.2739524921470370E-04,  0.2400000000000000E+03
  0.1899999976158142E+01, -0.7607255329626857E-01, -0.1644526928712080E-04,  0.1544616834297945E+00, -0.2697200835471311E-04,  0.2400000000000000E+03
  0.2000000000000000E+01, -0.7607255595966024E-01, -0.1625870550078874E-04,  0.1544616783563874E+00, -0.2661207217331823E-04,  0.2400000000000000E+03
  0.2099999904632568E+01, -0.7607256027306153E-01, -0.1610309400229946E-04,  0.1544616699500526E+00, -0.2631229470031400E-04,  0.2400000000000000E+03
  0.2200000047683716E+01, -0.7607256621456045E-01, -0.1597708521515765E-04,  0.1544616582550070E+00, -0.2607010717740443E-04,  0.2400000000000000E+03
  0.2299999952316284E+01, -0.7607257376696874E-01, -0.1587960308257694E-04,  0.1544616433059402E+00, -0.2588346531717196E-04,  0.2400000000000000E+03
  0.2400000095367432E+01, -0.7607258291763118E-01, -0.1580982314533151E-04,  0.1544616251284074E+00, -0.2575080871488728E-04,  0.2400000000000000E+03
  0.2500000000000000E+01, -0.7607259365826831E-01, -0.1576715625637890E-04,  0.1544616037391376E+00, -0.2567103081931353E-04,  0.2400000000000000E+03
  0.2599999904632568E+01, -0.7607260598486407E-01, -0.1575123729143044E-04,  0.1544615791462637E+00, -0.2564345832540738E-04,  0.2400000000000000E+03
  0.2700000047683716E+01, -0.7607261989759065E-01, -0.1576191842189024E-04,  0.1544615513494747E+00, -0.2566783923345107E-04,  0.2400000000000000E+03
  0.2799999952316284E+01, -0.7607263540076588E-01, -0.1579926670215818E-04,  0.1544615203400959E+00, -0.2574433915249357E-04,  0.2400000000000000E+03
  0.2900000095367432E+01, -0.7607265250285279E-01, -0.1586356588406482E-04,  0.1544614861010998E+00, -0.2587354573267729E-04,  0.2400000000000000E+03
  0.3000000000000000E+01, -0.7607267121648408E-01, -0.1595532253144717E-04,  0.1544614486070420E+00, -0.2605648141020036E-04,  0.2400000000000000E+03
  0.3099999904632568E+01, -0.7607269155853479E-01, -0.1607527666942412E-04,  0.1544614078239281E+00, -0.2629462495877486E-04,  0.2400000000000000E+03
  0.3200000047683716E+01, -0.7607271355022362E-01, -0.1622441737671189E-04,  0.1544613637090003E+00, -0.2658994268099343E-04,  0.2400000000000000E+03
  0.3299999952316284E+01, -0.7607273721725716E-01, -0.1640400393571191E-04,  0.1544613162104494E+00, -0.2694493046403706E-04,  0.2400000000000000E+03
  0.3400000095367432E+01, -0.7607276259001816E-01, -0.1661559338856738E-04,  0.1544612652670337E+00, -0.2736266839277877E-04,  0.2400000000000000E+03
  0.3500000000000000E+01, -0.7607278970379912E-01, -0.1686107564653582E-04,  0.1544612108076080E+00, -0.2784689019270878E-04,  0.2400000000000000E+03
  0.3599999904632568E+01, -0.7607281859909046E-01, -0.1714271767460747E-04,  0.1544611527505423E+00, -0.2840207051046473E-04,  0.2400000000000000E+03
  0.3700000047683716E+01, -0.7607284932192428E-01, -0.1746321875184650E-04,  0.1544610910030271E+00, -0.2903353399037088E-04,  0.2400000000000000E+03
  0.3799999952316284E+01, -0.7607288192429112E-01, -0.1782577944880489E-04,  0.1544610254602333E+00, -0.2974759135635409E-04,  0.2400000000000000E+03
  0.3900000095367432E+01, -0.7607291646462928E-01, -0.1823418780462883E-04,  0.1544609560043221E+00, -0.3055170937737740E-04,  0.2400000000000000E+03
  0.4000000000000000E+01, -0.7607295300841062E-01, -0.1869292733124794E-04,  0.1544608825032672E+00, -0.3145472385111216E-04,  0.2400000000000000E+03
  0.4099999904632568E+01, -0.7607299162883205E-01, -0.1920731304008824E-04,  0.1544608048094537E+00, -0.3246710783237935E-04,  0.2400000000000000E+03
  0.4199999809265137E+01, -0.7607303240763670E-01, -0.1978366385734314E-04,  0.1544607227580237E+00, -0.3360131162235431E-04,  0.2400000000000000E+03
  0.4300000190734863E+01, -0.7607307543609351E-01, -0.2042952284607928E-04,  0.1544606361648989E+00, -0.3487219706840605E-04,  0.2400000000000000E+03
  0.4400000095367432E+01, -0.7607312081616480E-01, -0.2115394101459097E-04,  0.1544605448244231E+00, -0.3629759733150223E-04,  0.2400000000000000E+03
  0.4500000000000000E+01, -0.7607316866190826E-01, -0.2196784678497086E-04,  0.1544604485065278E+00, -0.3789904574202972E-04,  0.2400000000000000E+03
  0.4599999904632568E+01, -0.7607321910117384E-01, -0.2288453247980876E-04,  0.1544603469533110E+00, -0.3970273571246189E-04,  0.2400000000000000E+03
  0.4699999809265137E+01, -0.7607327227766744E-01, -0.2392030306647474E-04,  0.1544602398748683E+00, -0.4174080116169154E-04,  0.2400000000000000E+03
  0.4800000190734863E+01, -0.7607332835348132E-01, -0.2509535359994927E-04,  0.1544601269441779E+00, -0.4405304889070588E-04,  0.2400000000000000E+03
  0.4900000095367432E+01, -0.7607338751223457E-01, -0.2643497485675080E-04,  0.1544600077907615E+00, -0.4668933985454425E-04,  0.2400000000000000E+03
  0.5000000000000000E+01, -0.7607344996300412E-01, -0.2797123940297350E-04,  0.1544598819927338E+00, -0.4971292090763948E-04,  0.2400000000000000E+03
  0.5099999904632568E+01, -0.7607351594531861E-01, -0.2974540674303452E-04,  0.1544597490667171E+00, -0.5320518016129371E-04,  0.2400000000000000E+03
  0.5199999809265137E+01, -0.7607358573558386E-01, -0.3181143190875306E-04,  0.1544596084548435E+00, -0.5727258874746197E-04,  0.2400000000000000E+03
  0.5300000190734863E+01, -0.7607365965549581E-01, -0.3424121575479298E-04,  0.1544594595077397E+00, -0.6205709725908945E-04,  0.2400000000000000E+03
  0.5400000095367432E+01, -0.7607373808326554E-01, -0.3713269448151017E-04,  0.1544593014618120E+00, -0.6775217102480418E-04,  0.2400000000000000E+03
  0.5500000000000000E+01, -0.7607382146893259E-01, -0.4062273281226461E-04,  0.1544591334082363E+00, -0.7462838111241758E-04,  0.2400000000000000E+03
  0.5599999904632568E+01, -0.7607391035580850E-01, -0.4490850478325549E-04,  0.1544589542495068E+00, -0.8307591462186858E-04,  0.2400000000000000E+03
  0.5699999809265137E+01, -0.7607400541144352E-01, -0.5028466084568747E-04,  0.1544587626366110E+00, -0.9367864035534509E-04,  0.2400000000000000E+03
  0.5800000190734863E+01, -0.7607410747406557E-01, -0.5721172343530504E-04,  0.1544585568746937E+00, -0.1073508323707600E-03,  0.2400000000000000E+03
  0.5900000095367432E+01, -0.7607421762549775E-01, -0.6645110470567854E-04,  0.1544583347746247E+00, -0.1256082833253077E-03,  0.2400000000000000E+03
  0.6000000000000000E+01, -0.7607433731253499E-01, -0.7935637367678654E-04,  0.1544580934052091E+00, -0.1511571488447627E-03,  0.2400000000000000E+03
  0.6099999904632568E+01, -0.7607434091915080E-01, -0.6398935727514025E-04,  0.1544578354891794E+00, -0.1817852396834803E-03,  0.2400000000000000E+03
  0.6199999809265137E+01, -0.7607433831770873E-01, -0.4862456044834386E-04,  0.1544575662310411E+00, -0.2124160591576993E-03,  0.2400000000000000E+03
  0.6300000190734863E+01, -0.7607432952176107E-01, -0.3326190858038736E-04,  0.1544572856305568E+00, -0.2430494457223835E-03,  0.2400000000000000E+03
  0.6400000095367432E+01, -0.7607431454440070E-01, -0.1790133130777728E-04,  0.1544569936878179E+00, -0.2736852460067158E-03,  0.2400000000000000E+03
  0.6500000000000000E+01, -0.7607429339828876E-01, -0.2542762247255492E-05,  0.1544566904032221E+00, -0.3043233142830363E-03,  0.2400000000000000E+03
  0.6599999904632568E+01, -0.7607426609567344E-01,  0.1281386126427663E-04,  0.1544563757774534E+00, -0.3349635119814138E-03,  0.1000000000000000E+01
  0.6699999809265137E+01, -0.7607423264841150E-01,  0.2816859840443234E-04,  0.1544560498114633E+00, -0.3656057072379149E-03,  0.1000000000000000E+01
  0.6800000190734863E+01, -0.7607419306798888E-01,  0.4352150508529749E-04,  0.1544557125064507E+00, -0.3962497744763242E-03,  0.1000000000000000E+01
  0.6900000095367432E+01, -0.7607414736553895E-01,  0.5887263415797332E-04,  0.1544553638638516E+00, -0.4268955940231924E-03,  0.1000000000000000E+01
  0.7000000000000000E+01, -0.7607409555185768E-01,  0.7422203559854154E-04,  0.1544550038853169E+00, -0.4575430517453761E-03,  0.1000000000000000E+01
  0.7099999904632568E+01, -0.7607427699914227E-01,  0.1051815217037559E-04,  0.1544546498335396E+00, -0.4831158465429199E-03,  0.1000000000000000E+01
  0.7199999809265137E+01, -0.7607446514961939E-01, -0.3522044794290430E-04,  0.1544543165093612E+00, -0.5014020478175663E-03,  0.1000000000000000E+01
  0.7300000190734863E+01, -0.7607465841109737E-01, -0.6962955267961877E-04,  0.1544540009821194E+00, -0.5151079701444278E-03,  0.1000000000000000E+01
  0.7400000095367432E+01, -0.7607485563332120E-01, -0.9644219549877668E-04,  0.1544537010398539E+00, -0.5257495749203628E-03,  0.1000000000000000E+01
  0.7500000000000000E+01, -0.7607505594613422E-01, -0.1179164615283369E-03,  0.1544534149533270E+00, -0.5342413159858457E-03,  0.1000000000000000E+01
  0.7599999904632568E+01, -0.7607525866861940E-01, -0.1354973527048177E-03,  0.1544531413329581E+00, -0.5411672541487094E-03,  0.1000000000000000E+01
  0.7699999809265137E+01, -0.7607546325397364E-01, -0.1501520684172398E-03,  0.1544528790371479E+00, -0.5469177819002823E-03,  0.1000000000000000E+01
  0.7800000190734863E+01, -0.7607566925404111E-01, -0.1625522030678698E-03,  0.1544526271108554E+00, -0.5517636902685035E-03,  0.1000000000000000E+01
  0.7900000095367432E+01, -0.7607587629541578E-01, -0.1731785586519235E-03,  0.1544523847429177E+00, -0.5558986803427504E-03,  0.1000000000000000E+01
  0.8000000000000000E+01, -0.7607608406272776E-01, -0.1823843509484514E-03,  0.1544521512354793E+00, -0.5594649555816303E-03,  0.1000000000000000E+01
