 profundidade, Hcp_real, Hcp_imag, Hcx_real, Hcx_imag, rho
 -0.2700000047683716E+01, -0.7607367648231940E-01, -0.1767809378143011E-03,  0.1544543071652217E+00, -0.6706755752176074E-03,  0.8000000000000000E+00
 -0.2599999904632568E+01, -0.7607354451605215E-01, -0.1601036187663922E-03,  0.1544545059509163E+00, -0.6641079640710304E-03,  0.8000000000000000E+00
 -0.2500000000000000E+01, -0.7607340471166495E-01, -0.1397440980267753E-03,  0.1544547267072794E+00, -0.6560589701718824E-03,  0.8000000000000000E+00
 -0.2400000095367432E+01, -0.7607325780282266E-01, -0.1145296039306626E-03,  0.1544549710701175E+00, -0.6460502380458101E-03,  0.8000000000000000E+00
 -0.2299999952316284E+01, -0.7607310471561041E-01, -0.8270556878676358E-04,  0.1544552410676829E+00, -0.6333648332144037E-03,  0.8000000000000000E+00
 -0.2200000047683716E+01, -0.7607294664530070E-01, -0.4152816265083688E-04,  0.1544555392632438E+00, -0.6168790473682116E-03,  0.8000000000000000E+00
 -0.2099999904632568E+01, -0.7607278518295831E-01,  0.1354001636380877E-04,  0.1544558689779472E+00, -0.5947288713337000E-03,  0.8000000000000000E+00
 -0.2000000000000000E+01, -0.7607262254139781E-01,  0.9056488844006267E-04,  0.1544562346588948E+00, -0.5635855979038917E-03,  0.8000000000000000E+00
 -0.1899999976158142E+01, -0.7607277346137410E-01,  0.7165550757709421E-04,  0.1544566138913180E+00, -0.5261701502334672E-03,  0.8000000000000000E+00
 -0.1799999952316284E+01, -0.7607291413450135E-01,  0.5279147432001797E-04,  0.1544569803812673E+00, -0.4887263798948480E-03,  0.8000000000000000E+00
 -0.1700000047683716E+01, -0.7607304463754125E-01,  0.3398129331600033E-04,  0.1544573339534276E+00, -0.4512529477115884E-03,  0.8000000000000000E+00
 -0.1600000023841858E+01, -0.7607316505360988E-01,  0.1523694053140006E-04,  0.1544576744402047E+00, -0.4137474482377227E-03,  0.8000000000000000E+00
 -0.1500000000000000E+01, -0.7607327547572199E-01, -0.3424428853793454E-05,  0.1544580016805397E+00, -0.3762059383693855E-03,  0.4000000000000000E+02
 -0.1399999976158142E+01, -0.7607337601194548E-01, -0.2197763586305928E-04,  0.1544583155184741E+00, -0.3386221462115582E-03,  0.4000000000000000E+02
 -0.1299999952316284E+01, -0.7607346679323668E-01, -0.4038451613111137E-04,  0.1544586158012666E+00, -0.3009860847983668E-03,  0.4000000000000000E+02
 -0.1200000047683716E+01, -0.7607354798600270E-01, -0.5858476518887842E-04,  0.1544589023766289E+00, -0.2632814851902596E-03,  0.4000000000000000E+02
 -0.1100000023841858E+01, -0.7607361981348833E-01, -0.7647782857924446E-04,  0.1544591750882348E+00, -0.2254806984627826E-03,  0.4000000000000000E+02
 -0.1000000000000000E+01, -0.7607368259501475E-01, -0.9388377127077011E-04,  0.1544594337675520E+00, -0.1875336146676731E-03,  0.4000000000000000E+02
 -0.8999999761581421E+00, -0.7607356869085133E-01, -0.7819597515518236E-04,  0.1544596701915368E+00, -0.1557272704098928E-03,  0.4000000000000000E+02
 -0.8000000119209290E+00, -0.7607346766567939E-01, -0.6707386172338775E-04,  0.1544598800918139E+00, -0.1328791256934476E-03,  0.4000000000000000E+02
 -0.6999999880790710E+00, -0.7607337733685278E-01, -0.5882907032979162E-04,  0.1544600679612740E+00, -0.1156607665959359E-03,  0.4000000000000000E+02
 -0.6000000238418579E+00, -0.7607329608844574E-01, -0.5251209181311403E-04,  0.1544602371229284E+00, -0.1022080311839262E-03,  0.4000000000000000E+02
 -0.5000000000000000E+00, -0.7607322268100668E-01, -0.4754880313788310E-04,  0.1544603901241366E+00, -0.9139666018490307E-04,  0.4000000000000000E+02
 -0.4000000059604645E+00, -0.7607315613759939E-01, -0.4357199145644326E-04,  0.1544605289720625E+00, -0.8250879628589097E-04,  0.1600000000000000E+03
 -0.3000000119209290E+00, -0.7607309567142681E-01, -0.4033601573021815E-04,  0.1544606552829313E+00, -0.7506479937977427E-04,  0.1600000000000000E+03
 -0.2000000029802322E+00, -0.7607304063768063E-01, -0.3767043659455886E-04,  0.1544607703811978E+00, -0.6873213855092313E-04,  0.1600000000000000E+03
 -0.1000000014901161E+00, -0.7607299050028139E-01, -0.3545334403302717E-04,  0.1544608753679717E+00, -0.6327310084570642E-04,  0.1600000000000000E+03
  0.0000000000000000E+00, -0.7607294480818584E-01, -0.3359527503070931E-04,  0.1544609711697402E+00, -0.5851331262812103E-04,  0.1600000000000000E+03
  0.1000000014901161E+00, -0.7607290194947292E-01, -0.3133813686172006E-04,  0.1544610585329164E+00, -0.5441759685673866E-04,  0.1600000000000000E+03
  0.2000000029802322E+00, -0.7607286293929078E-01, -0.2943984727377277E-04,  0.1544611380995105E+00, -0.5092767281939080E-04,  0.1600000000000000E+03
  0.3000000119209290E+00, -0.7607282748445250E-01, -0.2781609649913038E-04,  0.1544612104626234E+00, -0.4791494146806377E-04,  0.1600000000000000E+03
  0.4000000059604645E+00, -0.7607279533050587E-01, -0.2641060649825503E-04,  0.1544612761369725E+00, -0.4528965603640650E-04,  0.1600000000000000E+03
  0.5000000000000000E+00, -0.7607276625541663E-01, -0.2518335597198028E-04,  0.1544613355716979E+00, -0.4298573692508826E-04,  0.1600000000000000E+03
  0.6000000238418579E+00, -0.7607274006455025E-01, -0.2410460276209873E-04,  0.1544613891605177E+00, -0.4095273797050649E-04,  0.1600000000000000E+03
  0.6999999880790710E+00, -0.7607271658664606E-01, -0.2315152915766361E-04,  0.1544614372498792E+00, -0.3915114108618290E-04,  0.1600000000000000E+03
  0.8000000119209290E+00, -0.7607269567054681E-01, -0.2230620829032501E-04,  0.1544614801455725E+00, -0.3754938640466795E-04,  0.1600000000000000E+03
  0.8999999761581421E+00, -0.7607267718252178E-01, -0.2155429541437779E-04,  0.1544615181181501E+00, -0.3612189061344037E-04,  0.1600000000000000E+03
  0.1000000000000000E+01, -0.7607266100405390E-01, -0.2088414533467534E-04,  0.1544615514073974E+00, -0.3484766785859311E-04,  0.1600000000000000E+03
  0.1100000023841858E+01, -0.7607264703000069E-01, -0.2028619475507573E-04,  0.1544615802260543E+00, -0.3370933832871212E-04,  0.1600000000000000E+03
  0.1200000047683716E+01, -0.7607263516705504E-01, -0.1975251700456559E-04,  0.1544616047629283E+00, -0.3269239709255277E-04,  0.1600000000000000E+03
  0.1299999952316284E+01, -0.7607262533244874E-01, -0.1927649322163466E-04,  0.1544616251855113E+00, -0.3178466371647283E-04,  0.1600000000000000E+03
  0.1399999976158142E+01, -0.7607261745286084E-01, -0.1885256471563762E-04,  0.1544616416421940E+00, -0.3097586101497679E-04,  0.1600000000000000E+03
  0.1500000000000000E+01, -0.7607261146348562E-01, -0.1847604342890492E-04,  0.1544616542641408E+00, -0.3025728822131747E-04,  0.1600000000000000E+03
  0.1600000023841858E+01, -0.7607260730724663E-01, -0.1814296493287038E-04,  0.1544616631668847E+00, -0.2962156458851463E-04,  0.1600000000000000E+03
  0.1700000047683716E+01, -0.7607260493412364E-01, -0.1784997319368237E-04,  0.1544616684516877E+00, -0.2906242645639686E-04,  0.1600000000000000E+03
  0.1799999952316284E+01, -0.7607260430058146E-01, -0.1759422948566952E-04,  0.1544616702066940E+00, -0.2857456555609786E-04,  0.1600000000000000E+03
  0.1899999976158142E+01, -0.7607260536908080E-01, -0.1737333997249598E-04,  0.1544616685079164E+00, -0.2815349959802888E-04,  0.1600000000000000E+03
  0.2000000000000000E+01, -0.7607260810766817E-01, -0.1718529794519393E-04,  0.1544616634200698E+00, -0.2779546850410794E-04,  0.1600000000000000E+03
  0.2099999904632568E+01, -0.7607261248962383E-01, -0.1702843775300353E-04,  0.1544616549972765E+00, -0.2749735131463386E-04,  0.1600000000000000E+03
  0.2200000047683716E+01, -0.7607261849317469E-01, -0.1690139821870178E-04,  0.1544616432836524E+00, -0.2725660002884548E-04,  0.1600000000000000E+03
  0.2299999952316284E+01, -0.7607262610125126E-01, -0.1680309388550100E-04,  0.1544616283137958E+00, -0.2707118755943412E-04,  0.1600000000000000E+03
  0.2400000095367432E+01, -0.7607263530129280E-01, -0.1673269286293083E-04,  0.1544616101131789E+00, -0.2693956768714818E-04,  0.1600000000000000E+03
  0.2500000000000000E+01, -0.7607264608509676E-01, -0.1668960036387254E-04,  0.1544615886984542E+00, -0.2686064545585209E-04,  0.1600000000000000E+03
  0.2599999904632568E+01, -0.7607265844870430E-01, -0.1667344728292724E-04,  0.1544615640776839E+00, -0.2683375689578242E-04,  0.1600000000000000E+03
  0.2700000047683716E+01, -0.7607267239232622E-01, -0.1668408337857603E-04,  0.1544615362504924E+00, -0.2685865733807029E-04,  0.1600000000000000E+03
  0.2799999952316284E+01, -0.7607268792030220E-01, -0.1672157480430528E-04,  0.1544615052081443E+00, -0.2693551791177139E-04,  0.1600000000000000E+03
  0.2900000095367432E+01, -0.7607270504109455E-01, -0.1678620590013393E-04,  0.1544614709335567E+00, -0.2706493011787083E-04,  0.1600000000000000E+03
  0.3000000000000000E+01, -0.7607272376732348E-01, -0.1687848531666975E-04,  0.1544614334012322E+00, -0.2724791867097382E-04,  0.1600000000000000E+03
  0.3099999904632568E+01, -0.7607274411582836E-01, -0.1699915670545766E-04,  0.1544613925771272E+00, -0.2748596310698235E-04,  0.1600000000000000E+03
  0.3200000047683716E+01, -0.7607276610777607E-01, -0.1714921438644510E-04,  0.1544613484184381E+00, -0.2778102899298116E-04,  0.1600000000000000E+03
  0.3299999952316284E+01, -0.7607278976880233E-01, -0.1732992460972634E-04,  0.1544613008733114E+00, -0.2813560996447164E-04,  0.1600000000000000E+03
  0.3400000095367432E+01, -0.7607281512919829E-01, -0.1754285326370244E-04,  0.1544612498804643E+00, -0.2855278228226191E-04,  0.1600000000000000E+03
  0.3500000000000000E+01, -0.7607284222414665E-01, -0.1778990118539804E-04,  0.1544611953687111E+00, -0.2903627417873718E-04,  0.1600000000000000E+03
  0.3599999904632568E+01, -0.7607287109400432E-01, -0.1807334860027961E-04,  0.1544611372563847E+00, -0.2959055299673581E-04,  0.1600000000000000E+03
  0.3700000047683716E+01, -0.7607290178464758E-01, -0.1839591070760373E-04,  0.1544610754506386E+00, -0.3022093407251719E-04,  0.1600000000000000E+03
  0.3799999952316284E+01, -0.7607293434788706E-01, -0.1876080706577737E-04,  0.1544610098466082E+00, -0.3093371656235691E-04,  0.1600000000000000E+03
  0.3900000095367432E+01, -0.7607296884195598E-01, -0.1917184828083878E-04,  0.1544609403264220E+00, -0.3173635307742495E-04,  0.1600000000000000E+03
  0.4000000000000000E+01, -0.7607300533208994E-01, -0.1963354465503697E-04,  0.1544608667580193E+00, -0.3263766224329518E-04,  0.1600000000000000E+03
  0.4099999904632568E+01, -0.7607304389121977E-01, -0.2015124302728328E-04,  0.1544607889937546E+00, -0.3364809638559502E-04,  0.1600000000000000E+03
  0.4199999809265137E+01, -0.7607308460078932E-01, -0.2073130021857848E-04,  0.1544607068687383E+00, -0.3478008082372285E-04,  0.1600000000000000E+03
  0.4300000190734863E+01, -0.7607312755172742E-01, -0.2138130457576210E-04,  0.1544606201988611E+00, -0.3604844727577986E-04,  0.1600000000000000E+03
  0.4400000095367432E+01, -0.7607317284561367E-01, -0.2211036148005285E-04,  0.1544605287784378E+00, -0.3747099246673661E-04,  0.1600000000000000E+03
  0.4500000000000000E+01, -0.7607322059607502E-01, -0.2292946503277546E-04,  0.1544604323773714E+00, -0.3906920546971016E-04,  0.1600000000000000E+03
  0.4599999904632568E+01, -0.7607327093047528E-01, -0.2385198746185123E-04,  0.1544603307377307E+00, -0.4086922561941054E-04,  0.1600000000000000E+03
  0.4699999809265137E+01, -0.7607332399196866E-01, -0.2489433175889031E-04,  0.1544602235695839E+00, -0.4290312026559374E-04,  0.1600000000000000E+03
  0.4800000190734863E+01, -0.7607337994202473E-01, -0.2607681438953067E-04,  0.1544601105458837E+00, -0.4521061353137153E-04,  0.1600000000000000E+03
  0.4900000095367432E+01, -0.7607343896355001E-01, -0.2742487816537110E-04,  0.1544599912961251E+00, -0.4784146260948352E-04,  0.1600000000000000E+03
  0.5000000000000000E+01, -0.7607350126480988E-01, -0.2897078843338633E-04,  0.1544598653983997E+00, -0.5085878254272980E-04,  0.1600000000000000E+03
  0.5099999904632568E+01, -0.7607356708439547E-01, -0.3075605266499787E-04,  0.1544597323693059E+00, -0.5434379163777298E-04,  0.1600000000000000E+03
  0.5199999809265137E+01, -0.7607363669762876E-01, -0.3283495010897513E-04,  0.1544595916509562E+00, -0.5840273871052701E-04,  0.1600000000000000E+03
  0.5300000190734863E+01, -0.7607371042493763E-01, -0.3527981360803150E-04,  0.1544594425939587E+00, -0.6317727778036426E-04,  0.1600000000000000E+03
  0.5400000095367432E+01, -0.7607378864304040E-01, -0.3818916768787320E-04,  0.1544592844347059E+00, -0.6886046980152603E-04,  0.1600000000000000E+03
  0.5500000000000000E+01, -0.7607387180019008E-01, -0.4170069914095158E-04,  0.1544591162643658E+00, -0.7572232013194368E-04,  0.1600000000000000E+03
  0.5599999904632568E+01, -0.7607396043753580E-01, -0.4601276617749550E-04,  0.1544589369854323E+00, -0.8415219989521285E-04,  0.1600000000000000E+03
  0.5699999809265137E+01, -0.7607405521996109E-01, -0.5142178866395908E-04,  0.1544587452489056E+00, -0.9473275670409130E-04,  0.1600000000000000E+03
  0.5800000190734863E+01, -0.7607415698233190E-01, -0.5839105431001440E-04,  0.1544585393599619E+00, -0.1083763521836655E-03,  0.1600000000000000E+03
  0.5900000095367432E+01, -0.7607426680211668E-01, -0.6768654698970894E-04,  0.1544583171295400E+00, -0.1265956081343110E-03,  0.1600000000000000E+03
