 -0.1150000000000000E+02, -0.7607078745800393E-01, -0.6523991972358319E-05,
 -0.1139999961853027E+02, -0.7607079948039917E-01, -0.6630461348471766E-05,
 -0.1130000019073486E+02, -0.7607081177823553E-01, -0.6742054141791522E-05,
 -0.1119999980926514E+02, -0.7607082436163937E-01, -0.6859117867892438E-05,
 -0.1110000038146973E+02, -0.7607083724129272E-01, -0.6982031128435483E-05,
 -0.1100000000000000E+02, -0.7607085042847334E-01, -0.7111207111825176E-05,
 -0.1089999961853027E+02, -0.7607086393510319E-01, -0.7247097574082737E-05,
 -0.1080000019073486E+02, -0.7607087777379344E-01, -0.7390197378565691E-05,
 -0.1069999980926514E+02, -0.7607089195790533E-01, -0.7541049687436933E-05,
 -0.1060000038146973E+02, -0.7607090650160700E-01, -0.7700251916821231E-05,
 -0.1050000000000000E+02, -0.7607092141994223E-01, -0.7868462589246905E-05,
 -0.1039999961853027E+02, -0.7607093672890400E-01, -0.8046409244905946E-05,
 -0.1030000019073486E+02, -0.7607095244551776E-01, -0.8234897606614885E-05,
 -0.1019999980926514E+02, -0.7607096858793301E-01, -0.8434822236640600E-05,
 -0.1010000038146973E+02, -0.7607098517552449E-01, -0.8647178974710232E-05,
 -0.1000000000000000E+02, -0.7607100222900831E-01, -0.8873079514809616E-05,
 -0.9899999618530273E+01, -0.7607101977056835E-01, -0.9113768560281191E-05,
 -0.9800000190734863E+01, -0.7607103782400264E-01, -0.9370644104871641E-05,
 -0.9699999809265137E+01, -0.7607105641488365E-01, -0.9645281523442545E-05,
 -0.9600000381469727E+01, -0.7607107557074286E-01, -0.9939462331964018E-05,
 -0.9500000000000000E+01, -0.7607109532128062E-01, -0.1025520870654386E-04,
 -0.9399999618530273E+01, -0.7607111569860396E-01, -0.1059482514994887E-04,
 -0.9300000190734863E+01, -0.7607113673749753E-01, -0.1096094909158808E-04,
 -0.9199999809265137E+01, -0.7607115847573734E-01, -0.1135661273409907E-04,
 -0.9100000381469727E+01, -0.7607118095445249E-01, -0.1178531917062120E-04,
 -0.9000000000000000E+01, -0.7607120421854273E-01, -0.1225113676252948E-04,
 -0.8899999618530273E+01, -0.7607122831716623E-01, -0.1275881709372532E-04,
 -0.8800000190734863E+01, -0.7607125330431198E-01, -0.1331394366251161E-04,
 -0.8699999809265137E+01, -0.7607127923947370E-01, -0.1392312106793169E-04,
 -0.8600000381469727E+01, -0.7607130618845000E-01, -0.1459421815376709E-04,
 -0.8500000000000000E+01, -0.7607133422429956E-01, -0.1533668393831692E-04,
 -0.8399999618530273E+01, -0.7607136342849509E-01, -0.1616196305664988E-04,
 -0.8300000190734863E+01, -0.7607139389231936E-01, -0.1708404926925756E-04,
 -0.8199999809265137E+01, -0.7607142571858459E-01, -0.1812023364641679E-04,
