 -0.1150000000000000E+02, -0.7607121710774291E-01, -0.7820240847308680E-05,
 -0.1139999961853027E+02, -0.7607123798491165E-01, -0.7973446591353026E-05,
 -0.1130000019073486E+02, -0.7607125940509096E-01, -0.8134165237523756E-05,
 -0.1119999980926514E+02, -0.7607128138992045E-01, -0.8302910129789348E-05,
 -0.1110000038146973E+02, -0.7607130396226990E-01, -0.8480240654056040E-05,
 -0.1100000000000000E+02, -0.7607132714633605E-01, -0.8666767428013036E-05,
 -0.1089999961853027E+02, -0.7607135096774228E-01, -0.8863158203370427E-05,
 -0.1080000019073486E+02, -0.7607137545365399E-01, -0.9070144596481710E-05,
 -0.1069999980926514E+02, -0.7607140063290078E-01, -0.9288529786040234E-05,
 -0.1060000038146973E+02, -0.7607142653611472E-01, -0.9519197343267031E-05,
 -0.1050000000000000E+02, -0.7607145319588081E-01, -0.9763121392963860E-05,
 -0.1039999961853027E+02, -0.7607148064690664E-01, -0.1002137834507974E-04,
 -0.1030000019073486E+02, -0.7607150892620571E-01, -0.1029516048586587E-04,
 -0.1019999980926514E+02, -0.7607153807330605E-01, -0.1058579178159573E-04,
 -0.1010000038146973E+02, -0.7607156813048187E-01, -0.1089474632484836E-04,
 -0.1000000000000000E+02, -0.7607159914301145E-01, -0.1122366995267879E-04,
 -0.9899999618530273E+01, -0.7607163115946514E-01, -0.1157440568983328E-04,
 -0.9800000190734863E+01, -0.7607166423203421E-01, -0.1194902382835854E-04,
 -0.9699999809265137E+01, -0.7607169841689557E-01, -0.1234985765868058E-04,
 -0.9600000381469727E+01, -0.7607173377462936E-01, -0.1277954612706569E-04,
 -0.9500000000000000E+01, -0.7607177037069218E-01, -0.1324108503560331E-04,
 -0.9399999618530273E+01, -0.7607180827595220E-01, -0.1373788884542083E-04,
 -0.9300000190734863E+01, -0.7607184756730929E-01, -0.1427386573158207E-04,
 -0.9199999809265137E+01, -0.7607188832839980E-01, -0.1485350932191971E-04,
 -0.9100000381469727E+01, -0.7607193065041551E-01, -0.1548201160546931E-04,
 -0.9000000000000000E+01, -0.7607197463305157E-01, -0.1616540292940120E-04,
 -0.8899999618530273E+01, -0.7607202038560852E-01, -0.1691072697124328E-04,
 -0.8800000190734863E+01, -0.7607206802829095E-01, -0.1772626130904979E-04,
 -0.8699999809265137E+01, -0.7607211769372919E-01, -0.1862179806471563E-04,
 -0.8600000381469727E+01, -0.7607216952879703E-01, -0.1960900459195080E-04,
 -0.8500000000000000E+01, -0.7607222369677338E-01, -0.2070189214177205E-04,
 -0.8399999618530273E+01, -0.7607228037995388E-01, -0.2191743215431330E-04,
 -0.8300000190734863E+01, -0.7607233978282067E-01, -0.2327637737136008E-04,
 -0.8199999809265137E+01, -0.7607240213592945E-01, -0.2480437175149340E-04,
 -0.8100000381469727E+01, -0.7607246770072662E-01, -0.2653347493488236E-04,
 -0.8000000000000000E+01, -0.7607253677559105E-01, -0.2850429366415171E-04,
 -0.7900000095367432E+01, -0.7607260970349926E-01, -0.3076902175970368E-04,
 -0.7800000190734863E+01, -0.7607268688191667E-01, -0.3339587438512275E-04,
 -0.7699999809265137E+01, -0.7607276877574408E-01, -0.3647572321176594E-04,
 -0.7599999904632568E+01, -0.7607285593462192E-01, -0.4013231946564619E-04,
 -0.7500000000000000E+01, -0.7607294901655889E-01, -0.4453858738975690E-04,
 -0.7400000095367432E+01, -0.7607304882105073E-01, -0.4994364368824383E-04,
 -0.7300000190734863E+01, -0.7607315633695493E-01, -0.5671976663141160E-04,
 -0.7199999809265137E+01, -0.7607327281433970E-01, -0.6544882972289022E-04,
 -0.7099999904632568E+01, -0.7607339987737205E-01, -0.7709292845352271E-04,
 -0.7000000000000000E+01, -0.7607353971231555E-01, -0.9336246593717426E-04,
 -0.6900000095367432E+01, -0.7607348634584440E-01, -0.7417587184222405E-04,
 -0.6800000190734863E+01, -0.7607342296381080E-01, -0.5498350205553251E-04,
 -0.6699999809265137E+01, -0.7607334953652810E-01, -0.3578499448231655E-04,
 -0.6599999904632568E+01, -0.7607326603255421E-01, -0.1657995757929724E-04,
 -0.6500000000000000E+01, -0.7607317241855022E-01,  0.2632032589376674E-05,
 -0.6400000095367432E+01, -0.7607306865913535E-01,  0.2185143566008269E-04,
 -0.6300000190734863E+01, -0.7607295471671739E-01,  0.4107875068946282E-04,
 -0.6199999809265137E+01, -0.7607283055131171E-01,  0.6031452034843993E-04,
 -0.6099999904632568E+01, -0.7607269612033604E-01,  0.7955933566486934E-04,
 -0.6000000000000000E+01, -0.7607255137838831E-01,  0.9881384139411281E-04,
 -0.5900000095367432E+01, -0.7607270856842197E-01,  0.2029010266238039E-04,
 -0.5800000190734863E+01, -0.7607286604845302E-01, -0.3584170943867791E-04,
 -0.5699999809265137E+01, -0.7607302140760359E-01, -0.7781633531131611E-04,
 -0.5599999904632568E+01, -0.7607317290590511E-01, -0.1102645454355360E-03,
 -0.5500000000000000E+01, -0.7607331922913645E-01, -0.1359855805498355E-03,
 -0.5400000095367432E+01, -0.7607345935148470E-01, -0.1567687421151169E-03,
 -0.5300000190734863E+01, -0.7607359245240418E-01, -0.1738095503170921E-03,
 -0.5199999809265137E+01, -0.7607371786325595E-01, -0.1879358531774383E-03,
 -0.5099999904632568E+01, -0.7607383503146749E-01, -0.1997378566479342E-03,
 -0.5000000000000000E+01, -0.7607394349557514E-01, -0.2096464888694845E-03,
 -0.4900000095367432E+01, -0.7607404286734050E-01, -0.2179825139448143E-03,
 -0.4800000190734863E+01, -0.7607413281863228E-01, -0.2249883458214373E-03,
 -0.4699999809265137E+01, -0.7607421307163195E-01, -0.2308492364063726E-03,
 -0.4599999904632568E+01, -0.7607428339141839E-01, -0.2357077160637008E-03,
 -0.4500000000000000E+01, -0.7607434358030468E-01, -0.2396736178986106E-03,
 -0.4400000095367432E+01, -0.7607439347350765E-01, -0.2428311284235863E-03,
 -0.4300000190734863E+01, -0.7607443293583700E-01, -0.2452437786111003E-03,
 -0.4199999809265137E+01, -0.7607446185920554E-01, -0.2469579646399539E-03,
 -0.4099999904632568E+01, -0.7607448016081868E-01, -0.2480053815305707E-03,
 -0.4000000000000000E+01, -0.7607448778192967E-01, -0.2484046170999396E-03,
 -0.3900000095367432E+01, -0.7607448468711094E-01, -0.2481620598690897E-03,
 -0.3799999952316284E+01, -0.7607447086398753E-01, -0.2472722052048296E-03,
 -0.3700000047683716E+01, -0.7607444632343507E-01, -0.2457173874419701E-03,
 -0.3599999904632568E+01, -0.7607441110023935E-01, -0.2434669132986844E-03,
 -0.3500000000000000E+01, -0.7607436525425741E-01, -0.2404755157514455E-03,
 -0.3400000095367432E+01, -0.7607430887213391E-01, -0.2366809790493810E-03,
 -0.3299999952316284E+01, -0.7607424206968036E-01, -0.2320006932532196E-03,
 -0.3200000047683716E+01, -0.7607416499502589E-01, -0.2263267633696387E-03,
 -0.3099999904632568E+01, -0.7607407783276685E-01, -0.2195190960295243E-03,
 -0.3000000000000000E+01, -0.7607398080936312E-01, -0.2113955684252195E-03,
 -0.2900000095367432E+01, -0.7607387420020378E-01, -0.2017178663921361E-03,
 -0.2799999952316284E+01, -0.7607375833890380E-01, -0.1901707080232603E-03,
 -0.2700000047683716E+01, -0.7607363362971685E-01, -0.1763306545982326E-03,
 -0.2599999904632568E+01, -0.7607350056439677E-01, -0.1596179731359698E-03,
 -0.2500000000000000E+01, -0.7607335974562141E-01, -0.1392198493884523E-03,
 -0.2400000095367432E+01, -0.7607321192049746E-01, -0.1139630064008537E-03,
 -0.2299999952316284E+01, -0.7607305803024270E-01, -0.8209225224896408E-04,
 -0.2200000047683716E+01, -0.7607289928731301E-01, -0.4086297729072774E-04,
 -0.2099999904632568E+01, -0.7607273730247491E-01,  0.1426320613268006E-04,
 -0.2000000000000000E+01, -0.7607257431138184E-01,  0.9135348143889113E-04,
 -0.1899999976158142E+01, -0.7607272493505420E-01,  0.7248480421643435E-04,
 -0.1799999952316284E+01, -0.7607286537548635E-01,  0.5366727900713261E-04,
 -0.1700000047683716E+01, -0.7607299571596898E-01,  0.3491098053751128E-04,
 -0.1600000023841858E+01, -0.7607311604768305E-01,  0.1623004823362047E-04,
 -0.1500000000000000E+01, -0.7607322647380162E-01, -0.2355303352761220E-05,
 -0.1399999976158142E+01, -0.7607332711547443E-01, -0.2081543515673397E-04,
 -0.1299999952316284E+01, -0.7607341812096589E-01, -0.3910543956198518E-04,
 -0.1200000047683716E+01, -0.7607349968034530E-01, -0.5715435379487684E-04,
 -0.1100000023841858E+01, -0.7607357205055228E-01, -0.7484381511214918E-04,
 -0.1000000000000000E+01, -0.7607363560146599E-01, -0.9196192801310981E-04,
 -0.8999999761581421E+00, -0.7607352142101062E-01, -0.7644177152051034E-04,
 -0.8000000119209290E+00, -0.7607342014750676E-01, -0.6544814766633604E-04,
 -0.6999999880790710E+00, -0.7607332959251634E-01, -0.5730727300660030E-04,
 -0.6000000238418579E+00, -0.7607324813605994E-01, -0.5107781497788905E-04,
 -0.5000000000000000E+00, -0.7607317453570504E-01, -0.4619058019693222E-04,
 -0.4000000059604645E+00, -0.7607310781224215E-01, -0.4228149902346720E-04,
 -0.3000000119209290E+00, -0.7607304717708661E-01, -0.3910702615139229E-04,
 -0.2000000029802322E+00, -0.7607299198399749E-01, -0.3649817147710074E-04,
 -0.1000000014901161E+00, -0.7607294169571696E-01, -0.3433405808608783E-04,
  0.0000000000000000E+00, -0.7607289586022047E-01, -0.3252597854167089E-04,
  0.1000000014901161E+00, -0.7607285272197392E-01, -0.3029211580098670E-04,
  0.2000000029802322E+00, -0.7607281345089165E-01, -0.2841209610774962E-04,
  0.3000000119209290E+00, -0.7607277775214452E-01, -0.2680318713331248E-04,
  0.4000000059604645E+00, -0.7607274536987792E-01, -0.2541004807416635E-04,
  0.5000000000000000E+00, -0.7607271608084526E-01, -0.2419325798588919E-04,
  0.6000000238418579E+00, -0.7607268968936137E-01, -0.2312348182194308E-04,
