profundidade, Hreal, Himag, rho 
 -0.5000000000000000E+01, -0.7607280565987581E-01, -0.1683395150320028E-03,   1.0
 -0.4900000095367432E+01, -0.7607286864424190E-01, -0.1749795966969441E-03,   1.0
 -0.4800000190734863E+01, -0.7607292571175846E-01, -0.1805597991601537E-03,   1.0
 -0.4699999809265137E+01, -0.7607297668779221E-01, -0.1852277401358841E-03,   1.0
 -0.4599999904632568E+01, -0.7607302142441207E-01, -0.1890969767797514E-03,   1.0
 -0.4500000000000000E+01, -0.7607305979684179E-01, -0.1922549949865535E-03,   1.0
 -0.4400000095367432E+01, -0.7607309170074671E-01, -0.1947688280452204E-03,   1.0
 -0.4300000190734863E+01, -0.7607311705016044E-01, -0.1966890331463217E-03,   1.0
 -0.4199999809265137E+01, -0.7607313577592976E-01, -0.1980524953918496E-03,   1.0
 -0.4099999904632568E+01, -0.7607314782458699E-01, -0.1988843646211122E-03,   1.0
 -0.4000000000000000E+01, -0.7607315315757568E-01, -0.1991993221028903E-03,   1.0
 -0.3900000095367432E+01, -0.7607315175080204E-01, -0.1990022993116637E-03,   1.0
 -0.3799999952316284E+01, -0.7607314359448418E-01, -0.1982887156331626E-03,   1.0
 -0.3700000047683716E+01, -0.7607312869328585E-01, -0.1970442566513482E-03,   1.0
 -0.3599999904632568E+01, -0.7607310706675249E-01, -0.1952441726892234E-03,   1.0
 -0.3500000000000000E+01, -0.7607307875006064E-01, -0.1928520322545472E-03,   1.0
 -0.3400000095367432E+01, -0.7607304379512876E-01, -0.1898178100499285E-03,   1.0
 -0.3299999952316284E+01, -0.7607300227214191E-01, -0.1860751150341750E-03,   1.0
 -0.3200000047683716E+01, -0.7607295427158649E-01, -0.1815372568370675E-03,   1.0
 -0.3099999904632568E+01, -0.7607289990691665E-01, -0.1760916862589988E-03,   1.0
 -0.3000000000000000E+01, -0.7607283931803242E-01, -0.1695920895896586E-03,   1.0
 -0.2900000095367432E+01, -0.7607277267583294E-01, -0.1618469998718012E-03,   1.0
 -0.2799999952316284E+01, -0.7607270018821938E-01, -0.1526030878349091E-03,   1.0
 -0.2700000047683716E+01, -0.7607262210812198E-01, -0.1415200765076590E-03,   1.0
 -0.2599999904632568E+01, -0.7607253874441473E-01, -0.1281320207159589E-03,   1.0
 -0.2500000000000000E+01, -0.7607245047711418E-01, -0.1117855359256902E-03,   1.0
 -0.2400000095367432E+01, -0.7607235777914879E-01, -0.9153731735445520E-04,   1.0
 -0.2299999952316284E+01, -0.7607226124869623E-01, -0.6597596248895338E-04,   1.0
 -0.2200000047683716E+01, -0.7607216165946705E-01, -0.3289407561196046E-04,   1.0
 -0.2099999904632568E+01, -0.7607206004365634E-01,  0.1135899872877278E-04,   1.0
 -0.2000000000000000E+01, -0.7607195783997302E-01,  0.7327341242155444E-04,   1.0
 -0.1899999976158142E+01, -0.7607205869779825E-01,  0.5804194445875143E-04,   1.0
 -0.1799999952316284E+01, -0.7607215290986885E-01,  0.4283956393917482E-04,   1.0
 -0.1700000047683716E+01, -0.7607224051842261E-01,  0.2767127802225155E-04,   1.0
 -0.1600000023841858E+01, -0.7607232156831037E-01,  0.1254420269521039E-04,   1.0
 -0.1500000000000000E+01, -0.7607239610876150E-01, -0.2531406642348891E-05,   1.0
 -0.1399999976158142E+01, -0.7607246419592145E-01, -0.1754043830092889E-04,  60.0
 -0.1299999952316284E+01, -0.7607252589669472E-01, -0.3245992956669500E-04,  60.0
 -0.1200000047683716E+01, -0.7607258129488027E-01, -0.4725354140114981E-04,  60.0
 -0.1100000023841858E+01, -0.7607263050159496E-01, -0.6186062939021721E-04,  60.0
 -0.1000000000000000E+01, -0.7607267367436361E-01, -0.7617263153954248E-04,  60.0
 -0.8999999761581421E+00, -0.7607260570083857E-01, -0.6354583988889986E-04,  60.0
 -0.8000000119209290E+00, -0.7607254610395947E-01, -0.5458089778279684E-04,  60.0
 -0.6999999880790710E+00, -0.7607249348856698E-01, -0.4792392292156649E-04,  60.0
 -0.6000000238418579E+00, -0.7607244682217408E-01, -0.4281350319384264E-04,  60.0
 -0.5000000000000000E+00, -0.7607240531336715E-01, -0.3878924511489951E-04,  60.0
 -0.4000000059604645E+00, -0.7607236833893324E-01, -0.3555667734024160E-04, 200.0
 -0.3000000119209290E+00, -0.7607233539755645E-01, -0.3291881950237176E-04, 200.0
 -0.2000000029802322E+00, -0.7607230607901204E-01, -0.3073899858322100E-04, 200.0
 -0.1000000014901161E+00, -0.7607228004287306E-01, -0.2891946051659199E-04, 200.0
  0.0000000000000000E+00, -0.7607225700334727E-01, -0.2738847371823873E-04, 200.0
  0.1000000014901161E+00, -0.7607223613993531E-01, -0.2564634411694970E-04, 200.0
  0.2000000029802322E+00, -0.7607221788286771E-01, -0.2417629503933932E-04, 200.0
  0.3000000119209290E+00, -0.7607220204942709E-01, -0.2291685573439817E-04, 200.0
  0.4000000059604645E+00, -0.7607218848167722E-01, -0.2182634508758588E-04, 200.0
  0.5000000000000000E+00, -0.7607217704246881E-01, -0.2087475697512951E-04, 200.0
  0.6000000238418579E+00, -0.7607216761226540E-01, -0.2003958137732233E-04, 200.0
  0.6999999880790710E+00, -0.7607216008659892E-01, -0.1930342502704747E-04, 200.0
  0.8000000119209290E+00, -0.7607215437400242E-01, -0.1865254923260663E-04, 200.0
  0.8999999761581421E+00, -0.7607215039432008E-01, -0.1807591722874867E-04, 200.0
  0.1000000000000000E+01, -0.7607214807731424E-01, -0.1756454475664780E-04, 200.0
  0.1100000023841858E+01, -0.7607214736150393E-01, -0.1711104135344592E-04, 200.0
  0.1200000047683716E+01, -0.7607214819320622E-01, -0.1670927707959538E-04, 200.0
  0.1299999952316284E+01, -0.7607215052572017E-01, -0.1635413481916554E-04, 200.0
  0.1399999976158142E+01, -0.7607215431865114E-01, -0.1604132276223060E-04, 200.0
  0.1500000000000000E+01, -0.7607215953733362E-01, -0.1576723030333188E-04, 200.0
  0.1600000023841858E+01, -0.7607216615235098E-01, -0.1552881596083266E-04, 200.0
  0.1700000047683716E+01, -0.7607217413912437E-01, -0.1532351937225755E-04, 200.0
  0.1799999952316284E+01, -0.7607218347757214E-01, -0.1514919171469526E-04, 200.0
  0.1899999976158142E+01, -0.7607219415182281E-01, -0.1500404046127638E-04, 200.0
  0.2000000000000000E+01, -0.7607220614997942E-01, -0.1488658547167441E-04, 200.0
  0.2099999904632568E+01, -0.7607221946392205E-01, -0.1479562419784286E-04, 200.0
  0.2200000047683716E+01, -0.7607223408915685E-01, -0.1473020434582921E-04, 200.0
  0.2299999952316284E+01, -0.7607225002469549E-01, -0.1468960276248508E-04, 200.0
  0.2400000095367432E+01, -0.7607226727296598E-01, -0.1467330963488988E-04, 200.0
  0.2500000000000000E+01, -0.7607228583975816E-01, -0.1468101733903173E-04, 200.0
  0.2599999904632568E+01, -0.7607230573419850E-01, -0.1471261348609635E-04, 200.0
  0.2700000047683716E+01, -0.7607232696874525E-01, -0.1476817787551032E-04, 200.0
  0.2799999952316284E+01, -0.7607234955922459E-01, -0.1484798322503754E-04, 200.0
  0.2900000095367432E+01, -0.7607237352488246E-01, -0.1495249968162909E-04, 200.0
  0.3000000000000000E+01, -0.7607239888847538E-01, -0.1508240326527841E-04, 200.0
  0.3099999904632568E+01, -0.7607242567638595E-01, -0.1523858853837352E-04, 200.0
  0.3200000047683716E+01, -0.7607245391877347E-01, -0.1542218596515458E-04, 200.0
  0.3299999952316284E+01, -0.7607248364975981E-01, -0.1563458461177135E-04, 200.0
  0.3400000095367432E+01, -0.7607251490765615E-01, -0.1587746107972378E-04, 200.0
  0.3500000000000000E+01, -0.7607254773522813E-01, -0.1615281584319996E-04, 200.0
  0.3599999904632568E+01, -0.7607258218001683E-01, -0.1646301854499791E-04, 200.0
  0.3700000047683716E+01, -0.7607261829471233E-01, -0.1681086427330258E-04, 200.0
  0.3799999952316284E+01, -0.7607265613759290E-01, -0.1719964348495294E-04, 200.0
  0.3900000095367432E+01, -0.7607269577304054E-01, -0.1763322907938185E-04, 200.0
  0.4000000000000000E+01, -0.7607273727214674E-01, -0.1811618527451410E-04, 200.0
  0.4099999904632568E+01, -0.7607278071342499E-01, -0.1865390450483581E-04, 200.0
  0.4199999809265137E+01, -0.7607282618364736E-01, -0.1925278073570976E-04, 200.0
  0.4300000190734863E+01, -0.7607287377884063E-01, -0.1992043064947427E-04, 200.0
  0.4400000095367432E+01, -0.7607292360546872E-01, -0.2066597852251592E-04, 200.0
  0.4500000000000000E+01, -0.7607297578184646E-01, -0.2150042693309911E-04, 200.0
  0.4599999904632568E+01, -0.7607303043984945E-01, -0.2243714473003302E-04, 200.0
  0.4699999809265137E+01, -0.7607308772698308E-01, -0.2349251762123121E-04, 200.0
  0.4800000190734863E+01, -0.7607314780892477E-01, -0.2468682798369296E-04, 200.0
  0.4900000095367432E+01, -0.7607321087266755E-01, -0.2604546363060732E-04, 200.0
  0.5000000000000000E+01, -0.7607327713045714E-01, -0.2760060814841196E-04, 200.0
  0.5099999904632568E+01, -0.7607334682478584E-01, -0.2939365202860139E-04, 200.0
  0.5199999809265137E+01, -0.7607342023481546E-01, -0.3147870988009584E-04, 200.0
  0.5300000190734863E+01, -0.7607349768478733E-01, -0.3392788353109871E-04, 200.0
  0.5400000095367432E+01, -0.7607357955523450E-01, -0.3683937118357869E-04, 200.0
  0.5500000000000000E+01, -0.7607366629827858E-01, -0.4035039178622274E-04, 200.0
  0.5599999904632568E+01, -0.7607375845904338E-01, -0.4465861745853500E-04, 200.0
  0.5699999809265137E+01, -0.7607385670657886E-01, -0.5005943025561351E-04, 200.0
  0.5800000190734863E+01, -0.7607396188022823E-01, -0.5701448263684717E-04, 200.0
  0.5900000095367432E+01, -0.7607407506243073E-01, -0.6628704061828845E-04, 200.0
  0.6000000000000000E+01, -0.7607419769989847E-01, -0.7923395281824899E-04, 200.0
  0.6099999904632568E+01, -0.7607420211442753E-01, -0.6389192216961389E-04, 200.0
  0.6199999809265137E+01, -0.7607420035184632E-01, -0.4855173673522942E-04, 200.0
  0.6300000190734863E+01, -0.7607419242462658E-01, -0.3321333729493587E-04, 200.0
  0.6400000095367432E+01, -0.7607417834482914E-01, -0.1787666806218870E-04, 200.0
  0.6500000000000000E+01, -0.7607415812413067E-01, -0.2541676459874294E-05, 200.0
  0.6599999904632568E+01, -0.7607413177383844E-01,  0.1279168708525082E-04,   1.0
  0.6699999809265137E+01, -0.7607409930491228E-01,  0.2812346933540579E-04,   1.0
  0.6800000190734863E+01, -0.7607406072798067E-01,  0.4345371441721033E-04,   1.0
  0.6900000095367432E+01, -0.7607401605335577E-01,  0.5878246398739677E-04,   1.0
  0.7000000000000000E+01, -0.7607396529104891E-01,  0.7410975738298894E-04,   1.0
  0.7099999904632568E+01, -0.7607414587402984E-01,  0.1049035505994096E-04,   1.0
  0.7199999809265137E+01, -0.7607433319764177E-01, -0.3519042099078414E-04,   1.0
  0.7300000190734863E+01, -0.7607452567811647E-01, -0.6955841995077857E-04,   1.0
  0.7400000095367432E+01, -0.7607472217061691E-01, -0.9634108753105081E-04,   1.0
  0.7500000000000000E+01, -0.7607492180846070E-01, -0.1177931317732263E-03,   1.0
  0.7599999904632568E+01, -0.7607512391288161E-01, -0.1353573960342784E-03,   1.0
  0.7699999809265137E+01, -0.7607532793830074E-01, -0.1499996370466106E-03,   1.0
  0.7800000190734863E+01, -0.7607553343711500E-01, -0.1623904493708464E-03,   1.0
  0.7900000095367432E+01, -0.7607574003597722E-01, -0.1730099208748266E-03,   1.0
  0.8000000000000000E+01, -0.7607594741920805E-01, -0.1822107441907622E-03,   1.0
  0.8100000381469727E+01, -0.7607615531683676E-01, -0.1902578160126829E-03,   1.0
  0.8199999809265137E+01, -0.7607636349575275E-01, -0.1973539395601428E-03,   1.0
  0.8300000190734863E+01, -0.7607657175301627E-01, -0.2036570022681594E-03,   1.0
  0.8399999618530273E+01, -0.7607677991070277E-01, -0.2092917528767123E-03,   1.0
  0.8500000000000000E+01, -0.7607698781186625E-01, -0.2143580592874327E-03,   1.0
  0.8600000381469727E+01, -0.7607719531733136E-01, -0.2189368153530028E-03,   1.0
  0.8699999809265137E+01, -0.7607740230311134E-01, -0.2230942418484827E-03,   1.0
  0.8800000190734863E+01, -0.7607760865830369E-01, -0.2268850686827329E-03,   1.0
  0.8899999618530273E+01, -0.7607781428336483E-01, -0.2303549236453096E-03,   1.0
  0.9000000000000000E+01, -0.7607801908867370E-01, -0.2335421492259365E-03,   1.0
  0.9100000381469727E+01, -0.7607822299332839E-01, -0.2364792010907156E-03,   1.0
  0.9199999809265137E+01, -0.7607842592413519E-01, -0.2391937364115089E-03,   1.0
  0.9300000190734863E+01, -0.7607862781474539E-01, -0.2417094694180252E-03,   1.0
  0.9399999618530273E+01, -0.7607882860491909E-01, -0.2440468502403501E-03,   1.0
  0.9500000000000000E+01, -0.7607902823989295E-01, -0.2462236082024233E-03,   1.0
  0.9600000381469727E+01, -0.7607922666982973E-01, -0.2482551901138908E-03,   1.0
  0.9699999809265137E+01, -0.7607942384934244E-01, -0.2501551164966046E-03,   1.0
  0.9800000190734863E+01, -0.7607961973707775E-01, -0.2519352731242198E-03,   1.0
  0.9899999618530273E+01, -0.7607981429535073E-01, -0.2536061511743601E-03,   1.0
  0.1000000000000000E+02, -0.7608000748982019E-01, -0.2551770462573475E-03,   1.0
  0.1010000038146973E+02, -0.7608019928920616E-01, -0.2566562243068368E-03,   1.0
  0.1019999980926514E+02, -0.7608038966503188E-01, -0.2580510605961235E-03,   1.0
  0.1030000019073486E+02, -0.7608057859140108E-01, -0.2593681568216129E-03,   1.0
  0.1039999961853027E+02, -0.7608076604479673E-01, -0.2606134401906930E-03,   1.0
  0.1050000000000000E+02, -0.7608095200389299E-01, -0.2617922476563470E-03,   1.0
  0.1060000038146973E+02, -0.7608113644939686E-01, -0.2629093978332805E-03,   1.0
  0.1069999980926514E+02, -0.7608131936390013E-01, -0.2639692526477636E-03,   1.0
  0.1080000019073486E+02, -0.7608150073174307E-01, -0.2649757703905146E-03,   1.0
  0.1089999961853027E+02, -0.7608168053889353E-01, -0.2659325515379826E-03,   1.0
  0.1100000000000000E+02, -0.7608185877283702E-01, -0.2668428784683695E-03,   1.0
  0.1110000038146973E+02, -0.7608203542247549E-01, -0.2677097499992959E-03,   1.0
  0.1119999980926514E+02, -0.7608221047803518E-01, -0.2685359115181369E-03,   1.0
  0.1130000019073486E+02, -0.7608238393098049E-01, -0.2693238813484409E-03,   1.0
  0.1139999961853027E+02, -0.7608255577393704E-01, -0.2700759738877369E-03,   1.0
  0.1150000000000000E+02, -0.7608272600062163E-01, -0.2707943199702050E-03,   1.0
